"id","customer_id","address","province_code","province_name","ward_code","ward_name","type","status","_record_date"
ADDR_HIST_1000224,"1000224",Address 1000224,"36",Province 36,"224",Ward 224,HOME,1,2026-05-13
ADDR_HIST_1000225,"1000225",Address 1000225,"37",Province 37,"225",Ward 225,WORK,0,2026-05-13
ADDR_HIST_1000226,"1000226",Address 1000226,"38",Province 38,"226",Ward 226,HOME,1,2026-05-13
ADDR_HIST_1000227,"1000227",Address 1000227,"39",Province 39,"227",Ward 227,WORK,1,2026-05-13
ADDR_HIST_1000228,"1000228",Address 1000228,"40",Province 40,"228",Ward 228,HOME,1,2026-05-13
ADDR_HIST_1000229,"1000229",Address 1000229,"41",Province 41,"229",Ward 229,WORK,1,2026-05-13
ADDR_HIST_100023,"100023",Address 100023,"42",Province 42,"23",Ward 23,WORK,1,2026-05-13
ADDR_HIST_1000230,"1000230",Address 1000230,"42",Province 42,"230",Ward 230,HOME,0,2026-05-13
ADDR_HIST_1000231,"1000231",Address 1000231,"43",Province 43,"231",Ward 231,WORK,1,2026-05-13
ADDR_HIST_1000232,"1000232",Address 1000232,"44",Province 44,"232",Ward 232,HOME,1,2026-05-13
ADDR_HIST_1000233,"1000233",Address 1000233,"45",Province 45,"233",Ward 233,WORK,1,2026-05-13
ADDR_HIST_1000234,"1000234",Address 1000234,"46",Province 46,"234",Ward 234,HOME,1,2026-05-13
ADDR_HIST_1000235,"1000235",Address 1000235,"47",Province 47,"235",Ward 235,WORK,0,2026-05-13
ADDR_HIST_1000236,"1000236",Address 1000236,"48",Province 48,"236",Ward 236,HOME,1,2026-05-13
ADDR_HIST_1000237,"1000237",Address 1000237,"49",Province 49,"237",Ward 237,WORK,1,2026-05-13
ADDR_HIST_1000238,"1000238",Address 1000238,"50",Province 50,"238",Ward 238,HOME,1,2026-05-13
ADDR_HIST_1000239,"1000239",Address 1000239,"51",Province 51,"239",Ward 239,WORK,1,2026-05-13
ADDR_HIST_100024,"100024",Address 100024,"43",Province 43,"24",Ward 24,HOME,1,2026-05-13
ADDR_HIST_1000240,"1000240",Address 1000240,"52",Province 52,"240",Ward 240,HOME,0,2026-05-13
ADDR_HIST_1000241,"1000241",Address 1000241,"53",Province 53,"241",Ward 241,WORK,1,2026-05-13
ADDR_HIST_1000242,"1000242",Address 1000242,"54",Province 54,"242",Ward 242,HOME,1,2026-05-13
ADDR_HIST_1000243,"1000243",Address 1000243,"55",Province 55,"243",Ward 243,WORK,1,2026-05-13
ADDR_HIST_1000244,"1000244",Address 1000244,"56",Province 56,"244",Ward 244,HOME,1,2026-05-13
ADDR_HIST_1000245,"1000245",Address 1000245,"57",Province 57,"245",Ward 245,WORK,0,2026-05-13
ADDR_HIST_1000246,"1000246",Address 1000246,"58",Province 58,"246",Ward 246,HOME,1,2026-05-13
ADDR_HIST_1000247,"1000247",Address 1000247,"59",Province 59,"247",Ward 247,WORK,1,2026-05-13
ADDR_HIST_1000248,"1000248",Address 1000248,"60",Province 60,"248",Ward 248,HOME,1,2026-05-13
ADDR_HIST_1000249,"1000249",Address 1000249,"61",Province 61,"249",Ward 249,WORK,1,2026-05-13
ADDR_HIST_100025,"100025",Address 100025,"44",Province 44,"25",Ward 25,WORK,0,2026-05-13
ADDR_HIST_1000250,"1000250",Address 1000250,"62",Province 62,"250",Ward 250,HOME,0,2026-05-13
ADDR_HIST_1000251,"1000251",Address 1000251,"0",Province 0,"251",Ward 251,WORK,1,2026-05-13
ADDR_HIST_1000252,"1000252",Address 1000252,"1",Province 1,"252",Ward 252,HOME,1,2026-05-13
ADDR_HIST_1000253,"1000253",Address 1000253,"2",Province 2,"253",Ward 253,WORK,1,2026-05-13
ADDR_HIST_1000254,"1000254",Address 1000254,"3",Province 3,"254",Ward 254,HOME,1,2026-05-13
ADDR_HIST_1000255,"1000255",Address 1000255,"4",Province 4,"255",Ward 255,WORK,0,2026-05-13
ADDR_HIST_1000256,"1000256",Address 1000256,"5",Province 5,"256",Ward 256,HOME,1,2026-05-13
ADDR_HIST_1000257,"1000257",Address 1000257,"6",Province 6,"257",Ward 257,WORK,1,2026-05-13
ADDR_HIST_1000258,"1000258",Address 1000258,"7",Province 7,"258",Ward 258,HOME,1,2026-05-13
ADDR_HIST_1000259,"1000259",Address 1000259,"8",Province 8,"259",Ward 259,WORK,1,2026-05-13
ADDR_HIST_100026,"100026",Address 100026,"45",Province 45,"26",Ward 26,HOME,1,2026-05-13
ADDR_HIST_1000260,"1000260",Address 1000260,"9",Province 9,"260",Ward 260,HOME,0,2026-05-13
ADDR_HIST_1000261,"1000261",Address 1000261,"10",Province 10,"261",Ward 261,WORK,1,2026-05-13
ADDR_HIST_1000262,"1000262",Address 1000262,"11",Province 11,"262",Ward 262,HOME,1,2026-05-13
ADDR_HIST_1000263,"1000263",Address 1000263,"12",Province 12,"263",Ward 263,WORK,1,2026-05-13
ADDR_HIST_1000264,"1000264",Address 1000264,"13",Province 13,"264",Ward 264,HOME,1,2026-05-13
ADDR_HIST_1000265,"1000265",Address 1000265,"14",Province 14,"265",Ward 265,WORK,0,2026-05-13
ADDR_HIST_1000266,"1000266",Address 1000266,"15",Province 15,"266",Ward 266,HOME,1,2026-05-13
ADDR_HIST_1000267,"1000267",Address 1000267,"16",Province 16,"267",Ward 267,WORK,1,2026-05-13
ADDR_HIST_1000268,"1000268",Address 1000268,"17",Province 17,"268",Ward 268,HOME,1,2026-05-13
ADDR_HIST_1000269,"1000269",Address 1000269,"18",Province 18,"269",Ward 269,WORK,1,2026-05-13
ADDR_HIST_100027,"100027",Address 100027,"46",Province 46,"27",Ward 27,WORK,1,2026-05-13
ADDR_HIST_1000270,"1000270",Address 1000270,"19",Province 19,"270",Ward 270,HOME,0,2026-05-13
ADDR_HIST_1000271,"1000271",Address 1000271,"20",Province 20,"271",Ward 271,WORK,1,2026-05-13
ADDR_HIST_1000272,"1000272",Address 1000272,"21",Province 21,"272",Ward 272,HOME,1,2026-05-13
ADDR_HIST_1000273,"1000273",Address 1000273,"22",Province 22,"273",Ward 273,WORK,1,2026-05-13
ADDR_HIST_1000274,"1000274",Address 1000274,"23",Province 23,"274",Ward 274,HOME,1,2026-05-13
ADDR_HIST_1000275,"1000275",Address 1000275,"24",Province 24,"275",Ward 275,WORK,0,2026-05-13
ADDR_HIST_1000276,"1000276",Address 1000276,"25",Province 25,"276",Ward 276,HOME,1,2026-05-13
ADDR_HIST_1000277,"1000277",Address 1000277,"26",Province 26,"277",Ward 277,WORK,1,2026-05-13
ADDR_HIST_1000278,"1000278",Address 1000278,"27",Province 27,"278",Ward 278,HOME,1,2026-05-13
ADDR_HIST_1000279,"1000279",Address 1000279,"28",Province 28,"279",Ward 279,WORK,1,2026-05-13
ADDR_HIST_100028,"100028",Address 100028,"47",Province 47,"28",Ward 28,HOME,1,2026-05-13
ADDR_HIST_1000280,"1000280",Address 1000280,"29",Province 29,"280",Ward 280,HOME,0,2026-05-13
ADDR_HIST_1000281,"1000281",Address 1000281,"30",Province 30,"281",Ward 281,WORK,1,2026-05-13
ADDR_HIST_1000282,"1000282",Address 1000282,"31",Province 31,"282",Ward 282,HOME,1,2026-05-13
ADDR_HIST_1000283,"1000283",Address 1000283,"32",Province 32,"283",Ward 283,WORK,1,2026-05-13
ADDR_HIST_1000284,"1000284",Address 1000284,"33",Province 33,"284",Ward 284,HOME,1,2026-05-13
ADDR_HIST_1000285,"1000285",Address 1000285,"34",Province 34,"285",Ward 285,WORK,0,2026-05-13
ADDR_HIST_1000286,"1000286",Address 1000286,"35",Province 35,"286",Ward 286,HOME,1,2026-05-13
ADDR_HIST_1000287,"1000287",Address 1000287,"36",Province 36,"287",Ward 287,WORK,1,2026-05-13
ADDR_HIST_1000288,"1000288",Address 1000288,"37",Province 37,"288",Ward 288,HOME,1,2026-05-13
ADDR_HIST_1000289,"1000289",Address 1000289,"38",Province 38,"289",Ward 289,WORK,1,2026-05-13
ADDR_HIST_100029,"100029",Address 100029,"48",Province 48,"29",Ward 29,WORK,1,2026-05-13
ADDR_HIST_1000290,"1000290",Address 1000290,"39",Province 39,"290",Ward 290,HOME,0,2026-05-13
ADDR_HIST_1000291,"1000291",Address 1000291,"40",Province 40,"291",Ward 291,WORK,1,2026-05-13
ADDR_HIST_1000292,"1000292",Address 1000292,"41",Province 41,"292",Ward 292,HOME,1,2026-05-13
ADDR_HIST_1000293,"1000293",Address 1000293,"42",Province 42,"293",Ward 293,WORK,1,2026-05-13
ADDR_HIST_1000294,"1000294",Address 1000294,"43",Province 43,"294",Ward 294,HOME,1,2026-05-13
ADDR_HIST_1000295,"1000295",Address 1000295,"44",Province 44,"295",Ward 295,WORK,0,2026-05-13
ADDR_HIST_1000296,"1000296",Address 1000296,"45",Province 45,"296",Ward 296,HOME,1,2026-05-13
ADDR_HIST_1000297,"1000297",Address 1000297,"46",Province 46,"297",Ward 297,WORK,1,2026-05-13
ADDR_HIST_1000298,"1000298",Address 1000298,"47",Province 47,"298",Ward 298,HOME,1,2026-05-13
ADDR_HIST_1000299,"1000299",Address 1000299,"48",Province 48,"299",Ward 299,WORK,1,2026-05-13
ADDR_HIST_10003,"10003",Address 10003,"49",Province 49,"3",Ward 3,WORK,1,2026-05-13
ADDR_HIST_100030,"100030",Address 100030,"49",Province 49,"30",Ward 30,HOME,0,2026-05-13
ADDR_HIST_1000300,"1000300",Address 1000300,"49",Province 49,"300",Ward 300,HOME,0,2026-05-13
ADDR_HIST_1000301,"1000301",Address 1000301,"50",Province 50,"301",Ward 301,WORK,1,2026-05-13
ADDR_HIST_1000302,"1000302",Address 1000302,"51",Province 51,"302",Ward 302,HOME,1,2026-05-13
ADDR_HIST_1000303,"1000303",Address 1000303,"52",Province 52,"303",Ward 303,WORK,1,2026-05-13
ADDR_HIST_1000304,"1000304",Address 1000304,"53",Province 53,"304",Ward 304,HOME,1,2026-05-13
ADDR_HIST_1000305,"1000305",Address 1000305,"54",Province 54,"305",Ward 305,WORK,0,2026-05-13
ADDR_HIST_1000306,"1000306",Address 1000306,"55",Province 55,"306",Ward 306,HOME,1,2026-05-13
ADDR_HIST_1000307,"1000307",Address 1000307,"56",Province 56,"307",Ward 307,WORK,1,2026-05-13
ADDR_HIST_1000308,"1000308",Address 1000308,"57",Province 57,"308",Ward 308,HOME,1,2026-05-13
ADDR_HIST_1000309,"1000309",Address 1000309,"58",Province 58,"309",Ward 309,WORK,1,2026-05-13
ADDR_HIST_100031,"100031",Address 100031,"50",Province 50,"31",Ward 31,WORK,1,2026-05-13
ADDR_HIST_1000310,"1000310",Address 1000310,"59",Province 59,"310",Ward 310,HOME,0,2026-05-13
ADDR_HIST_1000311,"1000311",Address 1000311,"60",Province 60,"311",Ward 311,WORK,1,2026-05-13
ADDR_HIST_1000312,"1000312",Address 1000312,"61",Province 61,"312",Ward 312,HOME,1,2026-05-13
ADDR_HIST_1000313,"1000313",Address 1000313,"62",Province 62,"313",Ward 313,WORK,1,2026-05-13
ADDR_HIST_1000314,"1000314",Address 1000314,"0",Province 0,"314",Ward 314,HOME,1,2026-05-13
ADDR_HIST_1000315,"1000315",Address 1000315,"1",Province 1,"315",Ward 315,WORK,0,2026-05-13
ADDR_HIST_1000316,"1000316",Address 1000316,"2",Province 2,"316",Ward 316,HOME,1,2026-05-13
ADDR_HIST_1000317,"1000317",Address 1000317,"3",Province 3,"317",Ward 317,WORK,1,2026-05-13
ADDR_HIST_1000318,"1000318",Address 1000318,"4",Province 4,"318",Ward 318,HOME,1,2026-05-13
ADDR_HIST_1000319,"1000319",Address 1000319,"5",Province 5,"319",Ward 319,WORK,1,2026-05-13
ADDR_HIST_100032,"100032",Address 100032,"51",Province 51,"32",Ward 32,HOME,1,2026-05-13
ADDR_HIST_1000320,"1000320",Address 1000320,"6",Province 6,"320",Ward 320,HOME,0,2026-05-13
ADDR_HIST_1000321,"1000321",Address 1000321,"7",Province 7,"321",Ward 321,WORK,1,2026-05-13
ADDR_HIST_1000322,"1000322",Address 1000322,"8",Province 8,"322",Ward 322,HOME,1,2026-05-13
ADDR_HIST_1000323,"1000323",Address 1000323,"9",Province 9,"323",Ward 323,WORK,1,2026-05-13
ADDR_HIST_1000324,"1000324",Address 1000324,"10",Province 10,"324",Ward 324,HOME,1,2026-05-13
ADDR_HIST_1000325,"1000325",Address 1000325,"11",Province 11,"325",Ward 325,WORK,0,2026-05-13
ADDR_HIST_1000326,"1000326",Address 1000326,"12",Province 12,"326",Ward 326,HOME,1,2026-05-13
ADDR_HIST_1000327,"1000327",Address 1000327,"13",Province 13,"327",Ward 327,WORK,1,2026-05-13
ADDR_HIST_1000328,"1000328",Address 1000328,"14",Province 14,"328",Ward 328,HOME,1,2026-05-13
ADDR_HIST_1000329,"1000329",Address 1000329,"15",Province 15,"329",Ward 329,WORK,1,2026-05-13
ADDR_HIST_100033,"100033",Address 100033,"52",Province 52,"33",Ward 33,WORK,1,2026-05-13
ADDR_HIST_1000330,"1000330",Address 1000330,"16",Province 16,"330",Ward 330,HOME,0,2026-05-13
ADDR_HIST_1000331,"1000331",Address 1000331,"17",Province 17,"331",Ward 331,WORK,1,2026-05-13
ADDR_HIST_1000332,"1000332",Address 1000332,"18",Province 18,"332",Ward 332,HOME,1,2026-05-13
ADDR_HIST_1000333,"1000333",Address 1000333,"19",Province 19,"333",Ward 333,WORK,1,2026-05-13
ADDR_HIST_1000334,"1000334",Address 1000334,"20",Province 20,"334",Ward 334,HOME,1,2026-05-13
ADDR_HIST_1000335,"1000335",Address 1000335,"21",Province 21,"335",Ward 335,WORK,0,2026-05-13
ADDR_HIST_1000336,"1000336",Address 1000336,"22",Province 22,"336",Ward 336,HOME,1,2026-05-13
ADDR_HIST_1000337,"1000337",Address 1000337,"23",Province 23,"337",Ward 337,WORK,1,2026-05-13
ADDR_HIST_1000338,"1000338",Address 1000338,"24",Province 24,"338",Ward 338,HOME,1,2026-05-13
ADDR_HIST_1000339,"1000339",Address 1000339,"25",Province 25,"339",Ward 339,WORK,1,2026-05-13
ADDR_HIST_100034,"100034",Address 100034,"53",Province 53,"34",Ward 34,HOME,1,2026-05-13
ADDR_HIST_1000340,"1000340",Address 1000340,"26",Province 26,"340",Ward 340,HOME,0,2026-05-13
ADDR_HIST_1000341,"1000341",Address 1000341,"27",Province 27,"341",Ward 341,WORK,1,2026-05-13
ADDR_HIST_1000342,"1000342",Address 1000342,"28",Province 28,"342",Ward 342,HOME,1,2026-05-13
ADDR_HIST_1000343,"1000343",Address 1000343,"29",Province 29,"343",Ward 343,WORK,1,2026-05-13
ADDR_HIST_1000344,"1000344",Address 1000344,"30",Province 30,"344",Ward 344,HOME,1,2026-05-13
ADDR_HIST_1000345,"1000345",Address 1000345,"31",Province 31,"345",Ward 345,WORK,0,2026-05-13
ADDR_HIST_1000346,"1000346",Address 1000346,"32",Province 32,"346",Ward 346,HOME,1,2026-05-13
ADDR_HIST_1000347,"1000347",Address 1000347,"33",Province 33,"347",Ward 347,WORK,1,2026-05-13
ADDR_HIST_1000348,"1000348",Address 1000348,"34",Province 34,"348",Ward 348,HOME,1,2026-05-13
ADDR_HIST_1000349,"1000349",Address 1000349,"35",Province 35,"349",Ward 349,WORK,1,2026-05-13
ADDR_HIST_100035,"100035",Address 100035,"54",Province 54,"35",Ward 35,WORK,0,2026-05-13
ADDR_HIST_1000350,"1000350",Address 1000350,"36",Province 36,"350",Ward 350,HOME,0,2026-05-13
ADDR_HIST_1000351,"1000351",Address 1000351,"37",Province 37,"351",Ward 351,WORK,1,2026-05-13
ADDR_HIST_1000352,"1000352",Address 1000352,"38",Province 38,"352",Ward 352,HOME,1,2026-05-13
ADDR_HIST_1000353,"1000353",Address 1000353,"39",Province 39,"353",Ward 353,WORK,1,2026-05-13
ADDR_HIST_1000354,"1000354",Address 1000354,"40",Province 40,"354",Ward 354,HOME,1,2026-05-13
ADDR_HIST_1000355,"1000355",Address 1000355,"41",Province 41,"355",Ward 355,WORK,0,2026-05-13
ADDR_HIST_1000356,"1000356",Address 1000356,"42",Province 42,"356",Ward 356,HOME,1,2026-05-13
ADDR_HIST_1000357,"1000357",Address 1000357,"43",Province 43,"357",Ward 357,WORK,1,2026-05-13
ADDR_HIST_1000358,"1000358",Address 1000358,"44",Province 44,"358",Ward 358,HOME,1,2026-05-13
ADDR_HIST_1000359,"1000359",Address 1000359,"45",Province 45,"359",Ward 359,WORK,1,2026-05-13
ADDR_HIST_100036,"100036",Address 100036,"55",Province 55,"36",Ward 36,HOME,1,2026-05-13
ADDR_HIST_1000360,"1000360",Address 1000360,"46",Province 46,"360",Ward 360,HOME,0,2026-05-13
ADDR_HIST_1000361,"1000361",Address 1000361,"47",Province 47,"361",Ward 361,WORK,1,2026-05-13
ADDR_HIST_1000362,"1000362",Address 1000362,"48",Province 48,"362",Ward 362,HOME,1,2026-05-13
ADDR_HIST_1000363,"1000363",Address 1000363,"49",Province 49,"363",Ward 363,WORK,1,2026-05-13
ADDR_HIST_1000364,"1000364",Address 1000364,"50",Province 50,"364",Ward 364,HOME,1,2026-05-13
ADDR_HIST_1000365,"1000365",Address 1000365,"51",Province 51,"365",Ward 365,WORK,0,2026-05-13
ADDR_HIST_1000366,"1000366",Address 1000366,"52",Province 52,"366",Ward 366,HOME,1,2026-05-13
ADDR_HIST_1000367,"1000367",Address 1000367,"53",Province 53,"367",Ward 367,WORK,1,2026-05-13
ADDR_HIST_1000368,"1000368",Address 1000368,"54",Province 54,"368",Ward 368,HOME,1,2026-05-13
ADDR_HIST_1000369,"1000369",Address 1000369,"55",Province 55,"369",Ward 369,WORK,1,2026-05-13
ADDR_HIST_100037,"100037",Address 100037,"56",Province 56,"37",Ward 37,WORK,1,2026-05-13
ADDR_HIST_1000370,"1000370",Address 1000370,"56",Province 56,"370",Ward 370,HOME,0,2026-05-13
ADDR_HIST_1000371,"1000371",Address 1000371,"57",Province 57,"371",Ward 371,WORK,1,2026-05-13
ADDR_HIST_1000372,"1000372",Address 1000372,"58",Province 58,"372",Ward 372,HOME,1,2026-05-13
ADDR_HIST_1000373,"1000373",Address 1000373,"59",Province 59,"373",Ward 373,WORK,1,2026-05-13
ADDR_HIST_1000374,"1000374",Address 1000374,"60",Province 60,"374",Ward 374,HOME,1,2026-05-13
ADDR_HIST_1000375,"1000375",Address 1000375,"61",Province 61,"375",Ward 375,WORK,0,2026-05-13
ADDR_HIST_1000376,"1000376",Address 1000376,"62",Province 62,"376",Ward 376,HOME,1,2026-05-13
ADDR_HIST_1000377,"1000377",Address 1000377,"0",Province 0,"377",Ward 377,WORK,1,2026-05-13
ADDR_HIST_1000378,"1000378",Address 1000378,"1",Province 1,"378",Ward 378,HOME,1,2026-05-13
ADDR_HIST_1000379,"1000379",Address 1000379,"2",Province 2,"379",Ward 379,WORK,1,2026-05-13
ADDR_HIST_100038,"100038",Address 100038,"57",Province 57,"38",Ward 38,HOME,1,2026-05-13
ADDR_HIST_1000380,"1000380",Address 1000380,"3",Province 3,"380",Ward 380,HOME,0,2026-05-13
ADDR_HIST_1000381,"1000381",Address 1000381,"4",Province 4,"381",Ward 381,WORK,1,2026-05-13
ADDR_HIST_1000382,"1000382",Address 1000382,"5",Province 5,"382",Ward 382,HOME,1,2026-05-13
ADDR_HIST_1000383,"1000383",Address 1000383,"6",Province 6,"383",Ward 383,WORK,1,2026-05-13
ADDR_HIST_1000384,"1000384",Address 1000384,"7",Province 7,"384",Ward 384,HOME,1,2026-05-13
ADDR_HIST_1000385,"1000385",Address 1000385,"8",Province 8,"385",Ward 385,WORK,0,2026-05-13
ADDR_HIST_1000386,"1000386",Address 1000386,"9",Province 9,"386",Ward 386,HOME,1,2026-05-13
ADDR_HIST_1000387,"1000387",Address 1000387,"10",Province 10,"387",Ward 387,WORK,1,2026-05-13
ADDR_HIST_1000388,"1000388",Address 1000388,"11",Province 11,"388",Ward 388,HOME,1,2026-05-13
ADDR_HIST_1000389,"1000389",Address 1000389,"12",Province 12,"389",Ward 389,WORK,1,2026-05-13
ADDR_HIST_100039,"100039",Address 100039,"58",Province 58,"39",Ward 39,WORK,1,2026-05-13
ADDR_HIST_1000390,"1000390",Address 1000390,"13",Province 13,"390",Ward 390,HOME,0,2026-05-13
ADDR_HIST_1000391,"1000391",Address 1000391,"14",Province 14,"391",Ward 391,WORK,1,2026-05-13
ADDR_HIST_1000392,"1000392",Address 1000392,"15",Province 15,"392",Ward 392,HOME,1,2026-05-13
ADDR_HIST_1000393,"1000393",Address 1000393,"16",Province 16,"393",Ward 393,WORK,1,2026-05-13
ADDR_HIST_1000394,"1000394",Address 1000394,"17",Province 17,"394",Ward 394,HOME,1,2026-05-13
ADDR_HIST_1000395,"1000395",Address 1000395,"18",Province 18,"395",Ward 395,WORK,0,2026-05-13
ADDR_HIST_1000396,"1000396",Address 1000396,"19",Province 19,"396",Ward 396,HOME,1,2026-05-13
ADDR_HIST_1000397,"1000397",Address 1000397,"20",Province 20,"397",Ward 397,WORK,1,2026-05-13
ADDR_HIST_1000398,"1000398",Address 1000398,"21",Province 21,"398",Ward 398,HOME,1,2026-05-13
ADDR_HIST_1000399,"1000399",Address 1000399,"22",Province 22,"399",Ward 399,WORK,1,2026-05-13
ADDR_HIST_10004,"10004",Address 10004,"50",Province 50,"4",Ward 4,HOME,1,2026-05-13
ADDR_HIST_100040,"100040",Address 100040,"59",Province 59,"40",Ward 40,HOME,0,2026-05-13
ADDR_HIST_1000400,"1000400",Address 1000400,"23",Province 23,"400",Ward 400,HOME,0,2026-05-13
ADDR_HIST_1000401,"1000401",Address 1000401,"24",Province 24,"401",Ward 401,WORK,1,2026-05-13
ADDR_HIST_1000402,"1000402",Address 1000402,"25",Province 25,"402",Ward 402,HOME,1,2026-05-13
ADDR_HIST_1000403,"1000403",Address 1000403,"26",Province 26,"403",Ward 403,WORK,1,2026-05-13
ADDR_HIST_1000404,"1000404",Address 1000404,"27",Province 27,"404",Ward 404,HOME,1,2026-05-13
ADDR_HIST_1000405,"1000405",Address 1000405,"28",Province 28,"405",Ward 405,WORK,0,2026-05-13
ADDR_HIST_1000406,"1000406",Address 1000406,"29",Province 29,"406",Ward 406,HOME,1,2026-05-13
ADDR_HIST_1000407,"1000407",Address 1000407,"30",Province 30,"407",Ward 407,WORK,1,2026-05-13
ADDR_HIST_1000408,"1000408",Address 1000408,"31",Province 31,"408",Ward 408,HOME,1,2026-05-13
ADDR_HIST_1000409,"1000409",Address 1000409,"32",Province 32,"409",Ward 409,WORK,1,2026-05-13
ADDR_HIST_100041,"100041",Address 100041,"60",Province 60,"41",Ward 41,WORK,1,2026-05-13
ADDR_HIST_1000410,"1000410",Address 1000410,"33",Province 33,"410",Ward 410,HOME,0,2026-05-13
ADDR_HIST_1000411,"1000411",Address 1000411,"34",Province 34,"411",Ward 411,WORK,1,2026-05-13
ADDR_HIST_1000412,"1000412",Address 1000412,"35",Province 35,"412",Ward 412,HOME,1,2026-05-13
ADDR_HIST_1000413,"1000413",Address 1000413,"36",Province 36,"413",Ward 413,WORK,1,2026-05-13
ADDR_HIST_1000414,"1000414",Address 1000414,"37",Province 37,"414",Ward 414,HOME,1,2026-05-13
ADDR_HIST_1000415,"1000415",Address 1000415,"38",Province 38,"415",Ward 415,WORK,0,2026-05-13
ADDR_HIST_1000416,"1000416",Address 1000416,"39",Province 39,"416",Ward 416,HOME,1,2026-05-13
ADDR_HIST_1000417,"1000417",Address 1000417,"40",Province 40,"417",Ward 417,WORK,1,2026-05-13
ADDR_HIST_1000418,"1000418",Address 1000418,"41",Province 41,"418",Ward 418,HOME,1,2026-05-13
ADDR_HIST_1000419,"1000419",Address 1000419,"42",Province 42,"419",Ward 419,WORK,1,2026-05-13
ADDR_HIST_100042,"100042",Address 100042,"61",Province 61,"42",Ward 42,HOME,1,2026-05-13
ADDR_HIST_1000420,"1000420",Address 1000420,"43",Province 43,"420",Ward 420,HOME,0,2026-05-13
ADDR_HIST_1000421,"1000421",Address 1000421,"44",Province 44,"421",Ward 421,WORK,1,2026-05-13
ADDR_HIST_1000422,"1000422",Address 1000422,"45",Province 45,"422",Ward 422,HOME,1,2026-05-13
ADDR_HIST_1000423,"1000423",Address 1000423,"46",Province 46,"423",Ward 423,WORK,1,2026-05-13
ADDR_HIST_1000424,"1000424",Address 1000424,"47",Province 47,"424",Ward 424,HOME,1,2026-05-13
ADDR_HIST_1000425,"1000425",Address 1000425,"48",Province 48,"425",Ward 425,WORK,0,2026-05-13
ADDR_HIST_1000426,"1000426",Address 1000426,"49",Province 49,"426",Ward 426,HOME,1,2026-05-13
ADDR_HIST_1000427,"1000427",Address 1000427,"50",Province 50,"427",Ward 427,WORK,1,2026-05-13
ADDR_HIST_1000428,"1000428",Address 1000428,"51",Province 51,"428",Ward 428,HOME,1,2026-05-13
ADDR_HIST_1000429,"1000429",Address 1000429,"52",Province 52,"429",Ward 429,WORK,1,2026-05-13
ADDR_HIST_100043,"100043",Address 100043,"62",Province 62,"43",Ward 43,WORK,1,2026-05-13
ADDR_HIST_1000430,"1000430",Address 1000430,"53",Province 53,"430",Ward 430,HOME,0,2026-05-13
ADDR_HIST_1000431,"1000431",Address 1000431,"54",Province 54,"431",Ward 431,WORK,1,2026-05-13
ADDR_HIST_1000432,"1000432",Address 1000432,"55",Province 55,"432",Ward 432,HOME,1,2026-05-13
ADDR_HIST_1000433,"1000433",Address 1000433,"56",Province 56,"433",Ward 433,WORK,1,2026-05-13
ADDR_HIST_1000434,"1000434",Address 1000434,"57",Province 57,"434",Ward 434,HOME,1,2026-05-13
ADDR_HIST_1000435,"1000435",Address 1000435,"58",Province 58,"435",Ward 435,WORK,0,2026-05-13
ADDR_HIST_1000436,"1000436",Address 1000436,"59",Province 59,"436",Ward 436,HOME,1,2026-05-13
ADDR_HIST_1000437,"1000437",Address 1000437,"60",Province 60,"437",Ward 437,WORK,1,2026-05-13
ADDR_HIST_1000438,"1000438",Address 1000438,"61",Province 61,"438",Ward 438,HOME,1,2026-05-13
ADDR_HIST_1000439,"1000439",Address 1000439,"62",Province 62,"439",Ward 439,WORK,1,2026-05-13
ADDR_HIST_100044,"100044",Address 100044,"0",Province 0,"44",Ward 44,HOME,1,2026-05-13
ADDR_HIST_1000440,"1000440",Address 1000440,"0",Province 0,"440",Ward 440,HOME,0,2026-05-13
ADDR_HIST_1000441,"1000441",Address 1000441,"1",Province 1,"441",Ward 441,WORK,1,2026-05-13
ADDR_HIST_1000442,"1000442",Address 1000442,"2",Province 2,"442",Ward 442,HOME,1,2026-05-13
ADDR_HIST_1000443,"1000443",Address 1000443,"3",Province 3,"443",Ward 443,WORK,1,2026-05-13
ADDR_HIST_1000444,"1000444",Address 1000444,"4",Province 4,"444",Ward 444,HOME,1,2026-05-13
ADDR_HIST_1000445,"1000445",Address 1000445,"5",Province 5,"445",Ward 445,WORK,0,2026-05-13
ADDR_HIST_1000446,"1000446",Address 1000446,"6",Province 6,"446",Ward 446,HOME,1,2026-05-13
ADDR_HIST_1000447,"1000447",Address 1000447,"7",Province 7,"447",Ward 447,WORK,1,2026-05-13
ADDR_HIST_1000448,"1000448",Address 1000448,"8",Province 8,"448",Ward 448,HOME,1,2026-05-13
ADDR_HIST_1000449,"1000449",Address 1000449,"9",Province 9,"449",Ward 449,WORK,1,2026-05-13
ADDR_HIST_100045,"100045",Address 100045,"1",Province 1,"45",Ward 45,WORK,0,2026-05-13
ADDR_HIST_1000450,"1000450",Address 1000450,"10",Province 10,"450",Ward 450,HOME,0,2026-05-13
ADDR_HIST_1000451,"1000451",Address 1000451,"11",Province 11,"451",Ward 451,WORK,1,2026-05-13
ADDR_HIST_1000452,"1000452",Address 1000452,"12",Province 12,"452",Ward 452,HOME,1,2026-05-13
ADDR_HIST_1000453,"1000453",Address 1000453,"13",Province 13,"453",Ward 453,WORK,1,2026-05-13
